DATE|IBM|ORACLE|INTEL|APPLE|MICROSOFT
42521|58.58|36.92|69.3|25.76|34.69
42522|58.58|36.86|69.28|25.67|34.65
42523|58.09|33.16|69.27|25.73|34.65
42524|58.09|36.89|69.27|25.94|34.65
42527|57.59|36.89|69.28|25.69|34.66
42528|57.59|36.89|69.28|27.84|34.67
42529|57.59|36.92|69.28|27.85|34.68
42530|58.08|36.9|69.28|31.38|34.66
42531|58.57|36.9|69.28|30|34.67
42534|59.57|36.89|69.28|30|34.66
42535|61.05|36.89|69.28|30|34.66
42536|61.55|36.93|83.18|30|35.2
42537|62.05|36.85|83.18|30|35.16
42538|62.06|36.95|83.18|33.37|35.21
42541|60.54|36.85|83.18|30|34.65
42542|60.56|36.92|83.18|30|34.68
42543|60.56|36.94|83.18|30|34.7
42544|60.54|36.85|83.17|33.32|34.64
42545|65.01|36.93|83.17|30|34.68
42548|67.03|36.97|83.18|30|34.72
42549|66.01|36.96|83.18|30|34.71
42550|65.02|36.94|83.18|30|34.7
42551|65.53|36.97|83.18|30|34.73
42552|67.03|36.97|83.18|30|34.71
42555|65.52|36.93|83.18|30|34.69
42556|66.02|36.92|83.18|30|34.69
42557|66.01|36.94|83.18|30|34.69
42558|66.01|36.93|83.18|30|34.69
42559|65.01|36.92|83.18|30|34.69
42562|63.03|36.9|84.16|30|34.68
42563|61.543|36.854|84.17|32.335|34.663
42564|61.08|36.97|84.16|32.38|34.71
42565|59.58|36.95|84.16|32.39|34.71
42566|59.59|36.94|84.16|32.37|34.7
42569|59.59|36.92|84.16|34.72|34.69
42570|58.61|36.94|84.16|34.74|34.69
42571|58.61|36.96|84.16|34.76|34.7
42572|58.61|36.97|84.16|34.77|34.7
42573|57.8|36.98|84.16|34.79|34.71
42576|57.81|37.01|84.16|34.82|34.72
42577|57.82|37.03|84.16|34.85|34.74
42578|57.81|37.01|84.16|34.82|34.72
42579|57.8|36.98|84.16|34.79|34.71
42580|57.8|36.99|84.16|34.8|34.72
42583|57.8|36.99|84.16|34.8|34.72
42584|57.81|37.02|84.16|34.83|34.73
42585|57.81|37.03|63.03|34.84|34.74
42586|57.34|37.02|84.16|34.83|34.73
42587|56.31|37.06|84.16|34.87|34.76
42590|54.89|37.06|84.16|34.88|34.76
42591|53.9|37.07|84.16|34.510625|34.76
42592|52.92|37.04|84.16|34.14125|34.75
42593|52.41|37.03|84.16|33.771875|34.74
42594|51.45|37.03|84.16|33.4025|34.74
42597|50.93|37.05|84.16|33.033125|34.75
42598|50.42|37.01|84.16|32.66375|34.7
42599|50.89|36.98|81.24|32.294375|34.72
42600|50.89|36.97|61.54|31.925|34.71
42601|50.88|36.93|81.23|31.555625|34.68
42604|50.9|36.99|81.23|31.18625|34.72
42605|50.9|37|81.23|30.816875|34.72
42606|50.91|37.01|81.23|30.4475|34.72
42607|50.9|36.98|81.23|30.078125|34.7
42608|50.91|37.01|81.23|29.70875|34.72
42611|49.95|37.08|81.23|29.339375|34.71
42612|49.89|36.95|81.23|28.97|34.71
42613|49.41|36.98|81.23|28.01|34.71
42614|49.43|37.01|81.23|28.04|34.72
42615|49.42|36.99|81.23|28.02|34.69
42618|49.4|36.96|81.23|27.99|34.69
42619|48.91|36.96|61.53|27.98|34.7
42620|48.42|36.96|81.23|27.99|34.72
42621|47.43|36.99|81.23|28.02|34.68
42622|48.91|37|82.23|28.03|34.69
42625|48.92|36.99|82.23|28.02|34.71
42626|51.88|36.96|82.23|27.98|34.71
42627|50.91|36.99|82.23|28.03|34.71
42628|50.89|36.98|82.23|28.01|34.71
42629|51.36|36.99|82.23|28.02|34.71
42632|51.37|36.96|82.22|27.98|34.69
42633|56.37|37.07|82.27|30.09|35.79
42634|56.85|37.07|82.27|30.09|35.78
42635|56.37|37.1|82.26|30.11|35.78
42636|56.37|37.1|82.26|30.12|35.79
42639|56.37|37.1|82.26|30.12|35.79
42640|57.34|37.08|82.26|30.1|35.78
42641|56.85|37.07|62.1|30.08|35.77
42642|57.35|37.06|82.26|30.08|35.77
42643|56.34|37.09|82.27|30.11|35.79
42646|56.36|37.08|82.27|30.09|35.78
42647|56.36|37.08|82.27|30.09|35.78
42648|55.87|36.53|82.27|30.08|35.77
42649|55.87|36.54|82.27|30.1|35.78
42650|55.86|36.53|82.27|30.07|35.77
42653|55.85|36.51|82.27|30.03|35.75
42654|55.34|35.99|82.27|29.99|35.73
42655|55.35|36.02|62.08|30.04|35.76
42656|56.34|36.03|62.1|30.09|35.77
42657|56.82|36|82.27|30.02|35.75
42660|56.34|36|82.26|30.02|35.75
42661|56.83|36.01|82.26|27.54|35.74
42662|57.31|36.01|82.26|25.06|35.75
42663|57.31|36.01|82.26|25.04|35.75
42664|57.31|36.01|82.26|25.05|35.75
42667|56.81|36.02|82.26|25.07|35.26
42668|56.82|36.01|62.08|25.05|35.25
42669|56.82|36.01|82.26|25.06|35.26
42670|56.8|35.99|82.26|25|35.23
42671|57.32|36.01|82.26|25.05|35.24
42674|57.31|35.51|82.26|25.05|35.25
42675|59.78|35.5|82.26|25.02|35.23
42676|59.79|35.52|82.26|25.08|35.26
42677|59.29|35.51|62.08|25.05|35.25
42678|59.29|35.51|62.08|25.06|35.25
42681|57.79|35.47|82.66|24.96|35.2
42682|56.83|35.5|82.5|25.04|35.24
42683|56.32|35.52|82.5|25.07|35.26
42684|55.84|35.5|82.52|25.02|35.24
42685|55.84|35.5|82.5|25.02|35.24
42688|56.29|35.42|82.63|24.84|35.17
42689|55.84|35.53|82.63|25.09|35.27
42690|57.29|35.48|82.63|24.99|35.23
42691|56.3|35.5|82.54|25.04|35.23
42692|56.31|35.48|82.54|24.97|35.21
42695|56.33|35.5|82.54|25.04|35.24
42696|56.82|35.5|82.54|25.02|35.23
42697|56.81|35.48|82.54|24.99|35.21
42698|56.8|35.47|82.54|24.97|35.2
42699|56.79|35.46|82.54|24.95|35.2
42702|56.81|35.49|82.54|25|35.22
42703|56.8|35.47|82.54|24.97|34.97
42704|54.8|35.46|82.54|24.94|32.67
42705|54.82|35.46|82.54|24.94|32.68
42706|54.84|35.49|82.54|25.01|32.7
42709|54.82|35.47|82.54|24.96|32.68
42710|54.34|35.48|82.54|24.98|32.68
42711|51.9|35.48|82.54|24.03|32.68
42712|51.87|35.46|82.54|23.95|32.67
42713|51.86|35.46|82.54|23.93|32.67
42716|50.88|35.46|82.54|23.94|32.67
42717|50.39|35.48|82.54|23.99|32.69
42718|50.4|35.49|82.54|24.02|32.7
42719|49.86|35.44|82.55|23.88|32.66
42720|48.44|35.5|82.54|24.04|32.72
42723|46.94|37|82.53|24.04|32.71
42724|46.91|36.96|82.53|25.52|32.66
42725|46.93|36.99|82.53|27|32.69
42726|47.41|36.98|82.53|26.98|32.68
42727|47.41|36.98|82.54|26.99|32.69
42730|47.42|36.98|82.54|27|32.69
42731|47.41|36.98|82.54|26.98|32.69
42732|47.41|36.48|82.53|26.98|32.69
42733|47.42|36.49|82.53|27.01|32.7
42734|47.4|36.46|82.53|26.95|34.18
42737|47.4|36.47|82.53|26.95|34.19
42738|46.4|36.43|60.66|26.86|34.14
42739|44.94|36.46|82.53|25.97|34.18
42740|44.92|36.46|82.52|25.93|34.16
42741|43.89|36.46|82.53|25.94|34.17
42744|43.94|36.47|82.53|25.96|34.18
42745|43.94|36.47|82.53|25.97|34.18
42746|43.94|36.46|82.53|25.95|34.18
42747|45.93|36.5|82.53|26.04|34.22
42748|46.42|36.48|82.53|25.99|34.19
42751|46.42|36.48|82.53|26|34.19
42752|46.44|36.51|82.53|26.05|34.22
42753|46.9|36.46|82.52|25.95|34.17
42754|46.9|36.47|82.54|25.95|34.2
42755|46.9|36.46|82.53|25.95|34.18
42758|46.92|36.49|82.52|26.01|34.19
42759|46.39|36.46|82.52|25.96|34.17
42760|44.43|36.47|82.52|25.96|34.17
42761|45.42|36.46|82.52|25.94|34.17
42762|43.95|36.47|82.52|25.97|34.18
42765|43.95|36.47|82.52|25.97|34.18
42766|43.96|36.48|82.53|25.99|34.2
42767|43.94|36.46|82.52|25.95|34.17
42768|43.48|36.48|82.52|26|34.2
42769|42.99|36.46|82.52|25.96|34.18
42772|42.49|36.48|82.52|26.01|34.19
42773|42.47|36.46|82.52|25.95|34.17
42774|42.47|36.47|82.52|25.97|34.18
42775|41.97|36.45|82.52|25.93|34.16
42776|41.98|36.47|82.52|25.96|35.68
42779|40.96|36.46|82.52|25.94|35.66
42780|40.44|36.47|82.52|25.944|35.68
42781|39.97|36.47|82.52|25.948|35.69
42782|39.97|36.47|82.52|25.952|35.68
42783|39.99|36.49|82.52|25.956|35.7
42786|39.97|36.46|82.52|25.96|35.67
42787|39.45|36.44|82.52|25.91|35.65
42788|39|36.47|82.52|25.97|35.68
42789|39|36.46|79.26|25.96|35.67
42790|39|36.46|79.26|25.95|35.67
42793|38.97|36.44|79.27|25.9|35.65
42794|38.48|36.45|79.26|25.93|35.66
42795|36.94|36.41|79.27|25.92|35.62
42796|36.46|36.44|79.26|25.91|35.65
42797|36.49|36.44|79.26|25.9|35.64
42800|36.49|36.44|79.26|25.92|35.65
42801|37.46|36.42|79.26|25.90625|35.63
42802|37.46|36.42|79.27|25.8925|35.63
42803|38.43|36.41|79.27|25.87875|35.62
42804|38.45|36.42|79.26|25.865|33.65
42807|38.46|36.44|79.26|25.85125|33.64
42808|38.94|36.42|79.26|25.8375|33.64
42809|37.53|36.49|79.26|25.82375|31.2
42810|36.94|36.4|79.25|25.81|31.09
42811|36.48|36.42|79.27|26.895|31.13
42814|38.51|36.48|79.31|27.98|31.22
42815|39|36.48|79.31|27.98|31.21
42816|38.98|36.46|79.3|27.92|31.18
42817|38.95|36.43|79.31|27.86|31.16
42818|38.95|36.43|79.31|27.86|31.16
42821|38.99|37.47|79.31|27.95|31.21
42822|38.96|37.44|79.31|27.88|31.17
42823|38.49|37.46|79.31|27.92|31.2
42824|38.46|37.43|79.3|27.87|31.15
42825|38.46|37.44|79.3|27.87|31.17
42828|38.47|37.43|79.3|27.88|31.15
42829|38.47|37.44|79.3|27.89|31.16
42830|38.46|37.43|79.3|27.87|31.16
42831|38.45|37.42|79.29|27.85|31.14
42832|38.47|37.44|79.3|27.88|31.16
42835|38.47|37.44|79.3|27.89|31.18
42836|38.48|37.45|79.3|27.9|31.18
42837|38.22|37.44|79.3|27.87|31.17
42838|38.22|37.44|79.28|27.89|31.14
42839|38.21|37.43|79.28|27.87|31.13
42842|38.24|37.46|79.3|27.93|31.19
42843|38.23|37.45|79.3|27.9|31.18
42844|38.69|37.42|79.3|27.83|31.14
42845|38.7|37.42|79.3|27.84|31.15
42846|38.7|37.43|79.29|27.86|31.15
42849|38.66|37.37|79.29|27.73|31.09
42850|37.34|37.39|79.29|27.78|31.11
42851|38.36|37.42|79.3|27.73|31.15
42852|38.35|37.41|79.29|27.83|31.13
42853|38.34|37.41|79.3|27.81|31.13
42856|38.32|36.89|79.29|27.77|31.1
42857|38.33|36.9|79.29|27.78|31.11
42858|38.83|36.9|79.29|27.8|31.12
42859|39.31|36.9|79.3|27.78|31.12
42860|39.32|36.9|79.29|27.79|31.12
42863|39.31|36.89|79.29|27.78|29.09
42864|41.29|36.89|79.29|27.77|29.1
42865|42.79|36.9|79.29|27.79|29.1
42866|42.27|36.88|79.29|27.74|29.07
42867|42.77|36.88|79.29|27.75|29.08
42870|44.75|36.87|79.29|27.73|29.08
42871|44.75|36.87|79.29|27.73|29.08
42872|44.27|36.88|79.29|27.76|29.09
42873|43.28|36.88|79.29|27.75|29.09
42874|42.75|36.85|79.29|27.69|29.05
42877|42.76|36.85|79.28|27.69|29.05
42878|42.28|36.87|79.28|27.71|29.06
42879|42.27|36.86|79.29|27.71|29.06
42880|41.28|36.86|79.28|27.77|29.05
42881|41.29|36.87|79.29|27.73|29.07
42884|41.28|36.86|79.29|27.69|29.05
42885|41.28|36.86|79.28|27.71|29.06
42886|41.27|36.32|79.29|27.66|29.04
42887|40.27|36.31|79.29|27.66|29.04
42888|40.28|36.3|65.7466666666667|27.67|29.04
42891|40.27|36.8|52.2033333333333|27.66|29.03
42892|40.3|36.8|38.66|27.72|29.07
42893|40.27|36.79|38.6|27.65|29.03
42894|40.27|36.79|38.6|27.65|29.02
42895|39.22|36.79|38.64|27.69|29.05
42898|38.74|37.02|37|27.69|29.06
42899|37.73|36.79|36.99|27.7|29.04
42900|37.75|37.02|37|27.7|29.05
42901|37.74|36.63|37|27.69|29.05
42902|37.5|36.63|36.99|27.68|29.04
42905|37.51|36.62|37|27.7|29.05
42906|36.99|36.62|36.98|27.65|29.03
42907|37.53|36.74|37.02|27.75|29.08
42908|37.52|36.93|37.01|27.73|29.06
42909|37.5|36.93|35.35|27.7|29.05
42912|37.5|36.62|35.35|27.7|29.05
42913|37.49|36.62|35.35|27.68|29.03
42914|37.49|36.62|35.35|27.67|29.03
42915|37.48|36.62|35.34|27.692|29.02
42916|37.514|36.627|30.328|27.714|29.056
42919|37.5|36.62|30.33|27.69|29.05
42920|37.48|36.62|30.33|27.64|29.02
42921|37.51|36.62|30.32|27.71|29.05
42922|37.49|36.62|30.31|27.67|29.02
42923|37.2|36.62|30.31|27.68|29.03
42926|36.99|36.62|30.31|27.73|29.06
42927|37.12|36.62|30.32|27.68|29.03
42928|36.22|36.62|30.32|27.72|29.05
42929|36|36.62|30.32|27.71|29.05
42930|36.03|36.62|31.35|27.73|29.06
42933|35.85|36.62|31.34|27.73|29.06
42934|35.96|36.62|31.34|27.71|29.05
42935|38.12|36.62|31.34|27.68|29.03
42936|37.94|36.62|31.34|27.69|29.03
42937|38.32|36.62|31.34|27.73|29.05
42940|38.16|36.62|31.34|27.72|29.05
42941|37.8|36.62|31.34|27.69|29.03
42942|37.83|36.62|31.34|27.73|29.06
42943|37.93|36.62|34.99|27.7|29.04
42944|37.79|36.62|34.99|27.7|29.04
42947|37.88|36.68|34.99|27.71|29.05
42948|37.81|38|34.99|27.71|29.04
42949|37.71|37.12|34.99|27.7|29.04
42950|37.84|37.12|35|27.73|29.05
42951|37.73|36.72|35|27.72|29.05
42954|37.77|37.13|34.99|27.72|29.04
42955|37.75|36.85|35.01|27.74|29.06
42956|38.13|36.85|34.99|27.73|29.04
42957|39|36.62|35.01|27.74|29.06
42958|39.43|36.62|35|27.75|29.06
42961|38.85|36.62|34.99|27.71|29.04
42962|38.7|36.62|34.99|27.71|29.04
42963|38.47|36.62|35|27.72|29.05
42964|38.73|36.62|35|27.73|29.05
42965|38.73|34.94|34.99|27.74|29.04
42968|38.73|36.38|35|27.74|29.05
42969|38.51|34.23|34.99|27.7|29.04
42970|38.55|33.94|34.99|27.72|29.04
42971|38.82|33.71|34.98|27.7|29.03
42972|38.45|33.67|34.99|27.71|29.04
42975|36.65|36.38|35|27.74|29.05
42976|35.62|38|35.02|27.79|29.07
42977|34.73|38|34.97|27.69|29.02
42978|31.79|36.02|36.5|27.7|29.53
42979|33.94|34.04|36.5|27.71|29.54
42983|33.84|32.06|36.52|27.74|29.55
42984|33.64|31.59|36.5|27.7|29.53
42985|34.3|32|36.5|27.75|29.54
42986|34.48|31.95|36.49|27.71|29.53
42989|34.14|31.03|36.48|27.71|29.51
42990|33.53|30.76|36.48|27.65|29.52
42991|33.45|30.69|36.49|27.65|29.52
42992|33.82|30.85|36.5|27.65|29.53
42993|33.45|30.67|36.48|27.65|29.51
42996|33.43|30.66|36.48|27.68|29.52
42997|33.97|30.35|36.49|27.69|29.52
42998|38.57|34.69|36.57|27.81|29.61
42999|37.72|34.36|36.55|27.77|29.59
43000|38.24|34.39|36.57|27.73|29.61
43003|39.06|34.24|36.56|27.8|29.6
43004|38.63|34.23|36.55|27.77|29.59
43005|38.23|33.89|36.53|27.71|29.57
43006|38.7|33.76|36.54|27.74|29.57
43007|38.71|34.37|36.55|27.77|29.59
43010|38.49|34.07|34.42|27.74|29.58
43011|38.17|33.96|34.41|27.76|29.59
43012|38.14|33.27|34.39|27.8|29.6
43013|38.06|32.87|34.39|27.77|29.58
43014|37.91|33.21|34.39|27.74|29.57
43017|37.91|33.21|36.53|27.73|29.57
43018|38.4|32.96|36.56|27.8|29.6
43019|38.06|33.07|36.55|27.77|29.59
43020|38.27|35.52|36.55|27.79|29.59
43021|38.25|35.22|36.54|27.76|29.58
43024|38.21|35.13|34.39|27.74|29.57
43025|38.17|32.19|34.38|27.65|29.55
43026|37.12|32.09|34.39|25.7|28.37
43027|36.93|32.03|34.39|25.76|28.37
43028|36.89|31.49|34.39|25.76|28.37
43031|34.63|30.89|34.4|25.73|28.38
43032|34.35|30.97|34.39|25.7|28.37
43033|34.54|31.24|34.41|25.69|28.39
43034|34.36|31.3|34.38|25.7|24.56
43035|33.73|30.91|34.39|25.69|24.56
43038|33.66|31.17|34.38|25.77|24.58
43039|33.52|31.62|29.32|25.7|23.55
43040|32.35|31.85|29.34|25.7|23.56
43041|31.96|30.82|29.32|25.74|26.37
43042|31.81|31.7|29.32|25.71|26.37
43045|31.76|31.93|29.31|25.71|26.36
43046|32.11|32.01|29.32|25.7|26.37
43047|32.06|32.2|29.32|25.74|26.37
43048|32.26|34.03|29.33|25.74|26.38
43049|32.36|33.17|29.32|25.69|26.37
43052|32.44|33.44|29.32|25.74|26.37
43053|32.45|33.79|29.32|25.73|26.37
43054|33.74|33.81|29.32|25.79|26.37
43055|32.79|33.2|29.31|25.67|26.36
43056|32.42|33.31|29.31|25.71|26.36
43059|31.49|34.21|29.31|25.74|26.36
43060|30.79|32.65|29.31|25.73|23.57
43061|30.57|32.47|29.31|25.74|26.36
43062|30.88|32.47|29.31|25.8|26.36
43063|32.1|32.75|29.31|25.74|26.36
43066|31.77|32.24|29.31|25.71|26.36
43067|31.78|32.29|29.31|25.72|23.56
43068|31.78|32.47|29.3|25.72|26.35
43069|31.77|30.87|29.32|25.71|26.37
43070|31.79|32.1|29.31|25.75|23.57
43073|31.25|31.83|29.31|25.69|23.54
43074|31.27|31.88|29.3|25.73|23.56
43075|29.82|32.08|29.3|25.77|23.58
43076|29.79|31.22|29.3|25.72|23.55
43077|29.79|31.66|29.29|25.72|23.54
43080|29.81|30.7|29.3|25.75|23.57
43081|28.96|30.12|29.31|25.73|23.56
43082|28.97|31.22|29.31|25.73|26.36
43083|28.95|31.46|29.3|25.7266666666667|26.35
43084|28.68|31.9|29.32|25.7233333333333|26.37
43087|28.78|31.31|29.32|25.72|26.37
43088|28.58|31.28|29.31|25.73|26.36
43089|28.66|31.07|29.31|25.76|26.36
41397|25.736|40.055|69.3043333333333|24.935|35.348
